"Permit_Number","Date_of_Submission","Date_of_Permit_Issuance","Completed_Date","Expiration_Date","Permit_Name","Work_Type","Primary_Work_Scope","Permit_Status","HRM_ID","Civic_Number","Street_Name","Community","PID","Most_Recent_Inspection","Type_of_Structure","Work_Description","Active_Parcel","Date_Inspection_Completed",District,Inspection_Outcome
"LOTGRADE-2023-12595","2023-09-20 12:00:00",,"2023-09-27 12:00:00",,"Lot Grading Permit","Associated to a Building","New","Withdrawn",,,,,"41513334",,"Dwelling - Multiple Units","Lot grading permit for 341 Sackville Drive.","Y",,"District 15",
"LOTGRADE-2023-12689","2023-10-12 12:00:00","2023-10-17 12:00:00","2023-10-30 12:00:00","2025-10-16 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",51875,"9","LAKEVIEW AVE","DARTMOUTH","00089557","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Lot Grading for Addition to Main Dwelling","Y","2023-10-30 12:00:00","District 05","Passed"
"LOTGRADE-2023-12819","2023-09-26 12:00:00","2023-09-29 12:00:00",,"2025-09-25 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",75778,"6188","CEDAR ST","HALIFAX","00157305",,"Dwelling - Single Detached","Lot Grading for New Construction","Y",,"District 09",
"LOTGRADE-2023-12948","2023-09-28 12:00:00","2023-11-03 12:00:00",,"2025-11-03 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179076,"38","DAKIN DR","HALIFAX","41468596",,"Dwelling - Single Detached","Construct SUD + Retaining Wall","Y",,"District 10",
"LOTGRADE-2023-13030","2023-10-06 12:00:00","2023-10-12 12:00:00","2024-07-25 12:00:00","2025-10-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",178937,"30","NOAH AVE","DARTMOUTH","41534322","Engineering - LOT - Lot Grading","Dwelling - Townhouse","PID#41534322 NH-03
30,32,34,36,38 Noah Ave.","Y","2024-07-25 12:00:00","District 03","Passed"
"LOTGRADE-2023-13080","2023-10-03 12:00:00","2023-10-05 12:00:00","2024-10-08 12:00:00","2025-10-03 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",174662,"150","TUSCANY RUN","TIMBERLEA","41510835","Engineering - LOT - Lot Grading","Dwelling - Single Detached","New house on New subdivision(Brunello Phase 6)","Y","2024-10-08 12:00:00","District 12","Passed"
"LOTGRADE-2023-13129","2023-10-10 12:00:00","2023-10-12 12:00:00","2024-07-30 12:00:00","2025-10-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",,,,,"41534348","Engineering - LOT - Lot Grading","Dwelling - Townhouse","BPRES-2023-13108
Lot#NH-05
PID#41534348","Y","2024-07-30 12:00:00","District 03","Passed"
"LOTGRADE-2023-13212","2023-10-05 12:00:00","2023-10-11 12:00:00","2025-01-02 12:00:00","2025-10-10 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176579,"65","HONEYGOLD DR","HALIFAX","41524422","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","Building a new semi-detached unit","Y","2025-01-02 12:00:00","District 11","Passed"
"LOTGRADE-2023-13296","2023-10-06 12:00:00","2024-09-17 12:00:00","2024-09-25 12:00:00","2025-03-17 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Completed",142111,"140","STONE HEDGES LANE","WAVERLEY","41263567","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Installation of new swimming pool and associated retaining walls","Y","2024-09-25 12:00:00","District 01","Passed"
"LOTGRADE-2023-13470","2023-10-12 12:00:00","2023-11-28 12:00:00",,"2025-11-28 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",3434,"65","LEWIS DR","BEDFORD","40534158","Engineering - LOT - Lot Grading","Dwelling - Single Detached","New garage addition","Y","2023-12-19 12:00:00","District 16","Failed"
"LOTGRADE-2023-13912","2023-10-22 12:00:00",,"2023-10-25 12:00:00",,"Lot Grading Permit","Associated to a Building","Addition","Withdrawn",67190,"6547","CHESTER AVE","HALIFAX","00085522",,"Dwelling - Single Detached","We are adding a new basement","Y",,"District 08",
"LOTGRADE-2023-14102","2023-10-27 12:00:00","2023-11-01 12:00:00","2024-12-05 12:00:00","2025-10-31 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",178960,"85","NOAH AVE","DARTMOUTH","41534363","Engineering - LOT - Lot Grading","Dwelling - Townhouse","construct a 6 unit townhouse","Y","2024-08-02 12:00:00","District 03","Passed"
"LOTGRADE-2023-14250","2023-10-30 12:00:00","2023-11-02 12:00:00","2024-10-18 12:00:00","2025-11-07 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",179164,"50","PEARLGARDEN CL","DARTMOUTH","41532797","Engineering - LOT - Lot Grading","Dwelling - Single Detached","construct a single unit dwelling","Y","2024-10-18 12:00:00","District 06","Passed"
"LOTGRADE-2023-14455","2023-11-01 12:00:00","2023-11-16 12:00:00","2024-10-15 12:00:00","2025-11-14 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",174282,"72","ELEMENT CRT","BEDFORD","41507831","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Lot grading associated with construction of new single family detached home","Y","2024-10-15 12:00:00","District 16","Passed"
"LOTGRADE-2023-14598","2023-11-07 12:00:00","2023-11-09 12:00:00","2024-09-11 12:00:00","2025-11-07 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",,,,,"00401182","Engineering - LOT - Lot Grading","Dwelling - Multiple Units","New triplex (Phase31) on Sailors trail (Condominium Townhouse area)
-> Civic address not assigned yet","Y","2024-09-11 12:00:00","District 03","Passed"
"LOTGRADE-2023-14727","2023-11-08 12:00:00","2023-12-20 12:00:00",,"2025-12-22 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",134815,"90","MERIDIAN CRT","DARTMOUTH","41170515",,"Dwelling - Single Detached","house extension","Y",,"District 06",
"LOTGRADE-2023-15115","2023-11-18 12:00:00",,"2023-11-22 12:00:00",,"Lot Grading Permit","Associated to a Building","New","Withdrawn",9689,"13","ROBERT ALLEN DR","HALIFAX","00305789",,"Accessory Structure","Lot Grading for Backyard Suite","Y",,"District 12",
"LOTGRADE-2023-15371","2023-11-24 12:00:00","2023-11-28 12:00:00","2023-11-28 12:00:00","2025-11-27 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",80713,"1019","GREENWOOD AVE","HALIFAX","00051516",,"Dwelling - Single Detached","Framing in a porch with walls and added new landing and steps.","Y",,"District 07",
"LOTGRADE-2023-15526","2023-11-28 12:00:00",,,,"Lot Grading Permit","Associated to a Building","Addition","Applicant Revisions",80930,"970","ROBIE ST","HALIFAX","00001974",,"Dwelling - Single Detached","Adding two story addition to existing home.","Y",,"District 07",
"LOTGRADE-2023-15620","2023-12-01 12:00:00","2023-12-04 12:00:00","2024-12-04 12:00:00","2025-12-04 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176934,"125","PUNCHEON WAY","BEDFORD","41520693","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Construct a new, detached, single family dwelling","Y","2024-12-04 12:00:00","District 16","Passed"
"LOTGRADE-2023-15860","2023-12-06 12:00:00","2023-12-08 12:00:00",,"2025-12-08 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",65602,"5643","BLOOMFIELD ST","HALIFAX","00161760",,"Dwelling - Single Detached","An existing addition will be demolished, and a new, larger addition built in its place at the rear of the building.","Y",,"District 08",
"LOTGRADE-2023-16168","2023-12-18 12:00:00","2023-12-19 12:00:00","2024-12-05 12:00:00","2025-12-18 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",178926,"93","LEONAMARIE DR","DARTMOUTH","41534298","Engineering - LOT - Lot Grading","Dwelling - Townhouse","PID#41534298
Lot# LM01","Y","2024-07-25 12:00:00","District 03","Passed"
"LOTGRADE-2023-16393","2024-01-04 12:00:00","2024-03-15 12:00:00",,"2026-03-16 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",73754,"6282","YUKON ST","HALIFAX","00177592",,"Dwelling - Multiple Units","new 2 unit building at 6282 yukon st","Y",,"District 09",
"LOTGRADE-2023-16496","2023-12-26 12:00:00",,"2023-12-27 12:00:00",,"Lot Grading Permit","Associated to a Building","Addition","Withdrawn",83884,"8","HALLS RD","HALIFAX","00269944",,"Accessory Structure","Construct accessory structure addition","Y",,"District 11",
"LOTGRADE-2024-00221","2024-01-08 12:00:00","2024-01-10 12:00:00",,"2026-01-09 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",4306,"10","LOCKE ST","BEDFORD","00434316",,"Accessory Structure","Construct Accessory Structure - Renewal of 179642","Y",,"District 16",
"LOTGRADE-2024-00309","2024-01-09 12:00:00","2024-01-12 12:00:00","2024-10-21 12:00:00","2026-01-15 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",182674,"45 D","MANSION AVE","HALIFAX","41514274","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","LOT 75A-1","Y","2024-10-21 12:00:00","District 11","Passed"
"LOTGRADE-2024-00363","2024-01-10 12:00:00","2024-01-12 12:00:00",,"2025-09-19 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",176890,"105","TERRADORE LANE","BEDFORD","41520271","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Large two storey w/walkout basement, attached garage, attached rear deck with deck stairs, 5 bedroom, 6 bathroom","Y","2024-12-13 12:00:00","District 16","Partially Passed"
"LOTGRADE-2024-00492","2024-01-18 12:00:00","2024-01-19 12:00:00",,"2025-09-04 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179203,"113","TERRASTONE RG","DARTMOUTH","41545633","Engineering - LOT - Lot Grading","Dwelling - Townhouse","Construct a new, four unit townhouse","Y","2024-12-04 12:00:00","District 06","Partially Passed"
"LOTGRADE-2024-00868","2024-01-24 12:00:00","2024-01-25 12:00:00","2024-12-04 12:00:00","2026-01-30 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176884,"129","TERRADORE LANE","BEDFORD","41520214","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Lot grading for New SUD w/ attached garage","Y","2024-12-03 12:00:00","District 16","Passed"
"LOTGRADE-2024-01117","2024-01-31 12:00:00",,"2024-01-31 12:00:00",,"Lot Grading Permit","Associated to a Building","New","Withdrawn",95020,"70","LIMESTONE AVE","FALL RIVER","40704850",,"Accessory Structure","BUILD NEW GARAGE","Y",,"District 01",
"LOTGRADE-2024-01193","2024-02-12 12:00:00","2024-02-16 12:00:00",,"2026-02-15 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",183418,"122","PROVENCE WAY","TIMBERLEA","41539271","Engineering - LOT - Lot Grading","Dwelling - Single Detached","NEW HOME CONSTRUCTION","Y","2025-02-05 12:00:00","District 12","Partially Passed"
"LOTGRADE-2024-01198","2024-02-01 12:00:00","2024-02-07 12:00:00","2024-10-08 12:00:00","2026-02-05 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",,,,,"41404567","Engineering - LOT - Lot Grading","Dwelling - Single Detached","New Home Construction","Y","2024-10-08 12:00:00","District 12","Passed"
"LOTGRADE-2024-01657","2024-02-20 12:00:00","2024-02-21 12:00:00","2024-12-04 12:00:00","2026-02-20 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176926,"136","PUNCHEON WAY","BEDFORD","41520610","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Construct a new, detached single family dwelling","Y","2024-12-04 12:00:00","District 16","Passed"
"LOTGRADE-2024-01908","2024-02-23 12:00:00","2024-02-27 12:00:00",,"2026-02-26 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",58464,"14","DAHLIA ST","DARTMOUTH","00121665",,"Accessory Structure","Construct Backyard Suite","Y",,"District 05",
"LOTGRADE-2024-02018","2024-02-27 12:00:00","2024-04-22 12:00:00",,"2026-04-30 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",9283,"16","WILSON BLVD","HALIFAX","00305508",,"Dwelling - Multiple Units","Building an addition on the back of my house for my parents to live in","Y",,"District 12",
"LOTGRADE-2024-02205","2024-03-01 12:00:00",,,,"Lot Grading Permit","Associated to a Building","New","Applicant Revisions",47312,"1358","SHORE DR","BEDFORD","40114829",,"Dwelling - Single Detached","to complete the lot grading for this existing property","Y",,"District 16",
"LOTGRADE-2024-02232","2024-03-01 12:00:00","2024-03-05 12:00:00","2025-01-15 12:00:00","2026-03-04 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",,,,,"41404567","Engineering - LOT - Lot Grading","Dwelling - Single Detached","construct new SUD","Y","2025-01-15 12:00:00","District 12","Passed"
"LOTGRADE-2024-02284","2024-03-04 12:00:00","2024-04-02 12:00:00",,"2026-03-31 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",80500,"6279","OAKLAND RD","HALIFAX","00031641",,"Dwelling - Single Detached","Lot grading plan for proposed new single family residence","Y",,"District 07",
"LOTGRADE-2024-02461","2024-03-08 12:00:00","2024-03-11 12:00:00",,"2026-03-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179181,"77","PEARLGARDEN CL","DARTMOUTH","41532961",,"Dwelling - Single Detached","Construct a new, detached, single family dwelling","Y",,"District 06",
"LOTGRADE-2024-02517","2024-03-08 12:00:00","2024-03-12 12:00:00","2024-09-09 12:00:00","2026-03-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",108230,"2","BEVERLEY ST","DARTMOUTH","00255372","Engineering - LOT - Lot Grading","Accessory Structure","backyard suite","Y","2024-09-09 12:00:00","District 06","Passed"
"LOTGRADE-2024-02627","2024-03-11 12:00:00","2024-03-14 12:00:00","2024-12-05 12:00:00","2026-05-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",25615,"3","CHARLTON AVE","HALIFAX","00277368","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","Construct Semi Detached Dwelling","Y","2024-12-04 12:00:00","District 11","Passed"
"LOTGRADE-2024-02752","2024-03-13 12:00:00","2024-03-14 12:00:00","2024-10-31 12:00:00","2026-03-13 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",186709,"40","SILKY LANE","HERRING COVE","40003980","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Grading permit for Building plan of new house","Y","2024-10-31 12:00:00","District 11","Passed"
"LOTGRADE-2024-02859","2024-03-18 12:00:00","2024-03-20 12:00:00",,"2026-03-20 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",176928,"149","PUNCHEON WAY","BEDFORD","41520636",,"Dwelling - Single Detached","To construct a new single-family detached dwelling.","Y",,"District 16",
"LOTGRADE-2024-03021","2024-03-20 12:00:00","2024-03-25 12:00:00",,"2026-03-23 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Issued",160950,"37","LOWTHER LANE","BEDFORD","41359159",,"Dwelling - Single Detached","Installation of swimming pool","Y",,"District 16",
"LOTGRADE-2024-03167","2024-03-21 12:00:00","2024-03-25 12:00:00","2024-09-03 12:00:00","2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",183823,"202","HIGGINS AVE","BEECHVILLE","41531658","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","Construct Semi-Detached Dwelling","Y","2024-09-03 12:00:00","District 12","Passed"
